id,name,type,link,input_info,input_fmt,td_type,tdma,is-integrated,can-integrated,maturity,studies_maturity,run_stand_alone,license_type,output_info,output_fmt,programming_language,studies_citing_artifact,other_comments,trigger,trigger-description,interface-type,interface-subtype,is-integrated-using-interface-subtype,is-integrated-with,is-integrated-description,is-integrted-outcome
A81,radon,tool,https://radon.readthedocs.io/en/latest/index.html,['source code'],['source code'],['code'],['identification'],No,Yes,Academic Studies,S92,Yes,['open source'],"['code violations', 'maintainability index']","['json', 'xml']",['python'],S129,['plugin for flake8'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A82,refactoring-bot,tool,https://github.com/Refactoring-Bot/Refactoring-Bot,['source code'],['source code'],"['design', 'code']",['repayment'],Yes,Yes,Examples,,No,['open source'],['refactoring suggestions'],['pull requests'],['java'],S81,"['the bot analyzes the source code and refactor it. after', 'pull requests are generated to revision']",Automated Trigger,"['after each commint', 'executes the tools (when ran locally)']",api,['api'],['api'],['repository'],"['generates pull requests to propose the refactorings', 'can be queried by through a api (when ran locally)']",
A83,refactoring-bot,bot,https://github.com/Refactoring-Bot/Refactoring-Bot,['source code'],['source code'],"['design', 'code']",['repayment'],Yes,Yes,Examples,,No,['open source'],['refactoring suggestions'],['pull requests'],['java'],S81,"['the bot analyzes the source code and refactor it. after', 'pull requests are generated to revision']",Automated Trigger,"['after each commint', 'executes the tools (when ran locally)']",api,['api (plugin for github)'],['api (plugin for github)'],['repository'],"['generates pull requests to propose the refactorings', 'can be queried by through a api (when ran locally)']",
A84,resharper,plugin,https://www.jetbrains.com/resharper/,['source code'],['source code'],['code'],['identification'],No,No,Examples,,No,['commercial'],"['code violations', 'refactoring suggestions']","['xml', 'html', 'text']",['c#'],S12,"['it is a plugin with several tools integrated', 'ready for ci']",Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A85,resharper,plugin,https://www.jetbrains.com/resharper/,['source code'],['source code'],['code'],['identification'],No,Yes,Examples,,No,['commercial'],"['code violations', 'refactoring suggestions']","['xml', 'html', 'text']",['c#'],S12,"['it is a plugin with several tools integrated', 'ready for ci']",Automated Trigger,['executes the tool'],api,['api (integrates with ci)'],['-'],['-'],['-'],
A86,resource standard metrics,tool,https://www.msquaredtechnologies.com/,['source code'],['source code'],"['design', 'code']",['identification'],No,Yes,Examples,,Yes,['free'],"['code smells', 'code violations']","['csv', 'xml', 'html']","['java', 'c/c++', 'c#']",S3,"['runs with shell', 'can be integrated with several ide']",Both,['executes the tool'],multiple,"['gui (plugin for ide)', 'cli (standard input)']",['-'],['-'],['-'],
A87,satd-bailiff,script,https://github.com/smilevo/SATDBailiff,['code comments'],['csv'],"['design', 'satd']",['identification'],No,Yes,Examples,,No,['open source'],['self-admitted td items'],"['csv', 'database (sql)']",['not specified'],S137,"['it uses github to run', 'a list of projects must to be provided in an csv file']",Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A88,satd-detector,script,https://github.com/Tbabm/SATDDetector-Core,['code comments'],['source code'],['satd'],['identification'],No,Yes,Examples,,No,['open source'],['self-admitted td items'],['text'],['not specified'],"S58,S162",['nan'],Both,['executes the tool'],multiple,"['api', 'cli (standard input)']",['-'],['-'],['-'],
A89,satd-detector,script,https://github.com/Tbabm/SATDDetector-Core,['code comments'],['source code'],['satd'],['identification'],Yes,Yes,Examples,,No,['open source'],['self-admitted td items'],['text'],['not specified'],"S58,S162",['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['cli (standard input)'],['development tool'],['it is a eclipse plugin'],
A90,sdk4ed,tool,"https://sdk4ed.eu
https://gitlab.seis.iti.gr/sdk4ed-wiki",['source code'],['source code'],"['design', 'code']","['monitoring', 'measurement', 'identification']",No,Yes,Academic Studies,S175,Yes,['open source'],"['design smells', 'amount of technical debt']","['json', 'html', 'database (sql)']","['java', 'c/c++']","S163,S164","['tool suite', 'also classified as platform']",Both,['executes the tool'],multiple,"['cli (standard input)', 'gui']",['-'],['-'],['-'],
A91,sen4smells,script,https://github.com/tommantonela/Sen4Smells,['source code'],['source code'],['architectural'],"['prioritization', 'measurement', 'identification']",Yes,Yes,Examples,,No,['open source'],"['architectural smells', 'amount of technical debt']",['csv'],['java'],S132,['integrated with arcan'],Both,['executes the tool'],cli,['cli (standard input)'],['cli (standard input)'],['artifact'],['integrated with arcan and sonargraph'],td activity
A92,shell-check,plugin,https://github.com/koalaman/shellcheck,['source code'],['source code'],['code'],['identification'],No,Yes,Examples,,No,['open source'],['code violations'],['text'],['shell script'],S156,"['ready for ci', 'plugin for several platforms']",Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A93,shell-check,plugin,https://github.com/koalaman/shellcheck,['source code'],['source code'],['code'],['identification'],No,No,Examples,,No,['open source'],['code violations'],['text'],['shell script'],S156,"['ready for ci', 'plugin for several platforms']",Human Trigger,['executes the tool'],gui,"['gui (plugin for ide)', '']",['-'],['-'],['-'],
A94,sigrid,tool,https://www.softwareimprovementgroup.com/solutions/sigrid-software-assurance-platform/,['source code'],['source code'],"['code', '']","['measurement', 'identification']",No,Yes,Examples,,-,['-'],"['code metrics', 'amount of technical debt', 'security issues']",['text'],['not specified'],S126,['ready for ci'],Both,['excutes the tool'],multiple,"['cli (standard input)', 'gui']",['-'],['-'],['-'],
A95,skuld,tool,https://www.skuld.ai/,['source code'],['source code'],"['architectural', 'design', 'code']","['monitoring', 'prioritization', 'measurement', 'identification']",Yes,Yes,Examples,,Yes,['commercial'],"['code smells', 'code metrics', 'amount of technical debt', 'refactoring suggestions']","['text', 'jira/github issues']",['not specified'],S130,['also understand as platform'],Automated Trigger,['executes the tool'],api,['api'],['api'],"['artifact', 'repository']",['itegrated with sonarqube and jira'],td activity
A96,smelldetectormerger,plugin,https://github.com/apostolisich/SmellDetectorMerger,['source code'],['source code'],"['design', 'code']",['identification'],No,No,Examples,,No,['open source'],['code smells'],['text'],['java'],S176,['nan'],Human Trigger,['excutes the tool'],gui,['gui (plugin for ide)'],['gui (plugin for ide)'],"['artifact', 'development tool']",['it collects and merges the results of several artifacts'],
A97,sonalizer-xplorer,script,https://github.com/diogojpina/sonarlizer-xplorer,['source code'],['source code'],['code'],"['identification', 'prioritization']",No,Yes,Examples,,No,['open source'],"['td items', 'code metrics']",['database(sql)'],['-'],S175,['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A98,sonarcloud,plugin,https://www.sonarsource.com/products//sonarcloud/,['source code'],['source code'],['code'],['identification'],No,Yes,Examples,,No,['commercial'],['code violations'],['runs inside ide'],"['java', 'python', 'javascript', 'c/c++', 'c#', '+6']",S154,['ready for ci'],Automated Trigger,['executes the tool'],api,['api (integrates with ci)'],['-'],['-'],['-'],
A99,sonargraph,tool,https://www.hello2morrow.com/products/sonargraph,['source code'],['source code'],['code'],['identification'],No,Yes,Industrial Studies,S65,Yes,['commercial'],['code violations'],"['xml', 'html']","['java', 'python', 'c/c++', 'c#']","S34,S35,S39,S62,S72,S146,S154,S46,S67",['nan'],Both,['executes the tool'],multiple,"['api', 'gui']",['-'],['-'],['-'],
A100,sonargraph,plugin,https://www.hello2morrow.com/products/sonargraph,['source code'],['source code'],['code'],['identification'],No,No,Industrial Studies,S65,Yes,['commercial'],['code violations'],"['xml', 'html']","['java', 'python', 'c/c++', 'c#']","S34,S35,S39,S62,S72,S146,S154,S46,S67",['plugin for sonarqube and jenkins'],Human Trigger,['executes the tool'],gui,"['gui (plugin for another automation artifact)', 'api (integrates with ci)']",['-'],['-'],['-'],
A101,sonarlint,plugin,https://www.sonarsource.com/products/sonarlint,['source code'],['source code'],['code'],['identification'],No,No,Examples,,No,['commercial'],['code violations'],['runs inside ide'],"['java', 'python', 'javascript', 'c/c++', 'c#', '+6']",S113,['It can be ran in background or through gui'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A102,sonarqube,tool,https://www.sonarqube.org/,['source code'],['source code'],"['architectural', 'design', 'code', 'test', '']","['repayment', 'monitoring', 'measurement', 'identification']",Yes,Yes,Industrial Applications,,Yes,['free'],"['code metrics', 'code smells', 'amount of technical debt']","['csv', 'xml', 'html']","['java', 'python', 'javascript', 'c/c++', 'c#']","S10,S19,S25,S28,S34,S35,S44,S47,S48,S50,S53,S54,S55,S56,S62,S73,S74,S76,S77,S81,S85,S87,S89,S90,S91,S92,S128,S129,S131,S96,S98,S100,S101,S102,S103,S104,S105,S106,S110,S112,S113,S114,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S140,S143,S144,S145,S146,S149,S150,S151,S155,S158,S161,S162,S165,S166,S167,S168,S15,S93,S33,S172","['several different plugins can be installed in sonarqube', 'also classified as platform', 'ready for ci']",Both,"['executes the tool', 'executed by CI manager']",multiple,"['api', 'cli (standard input)', 'api (integrates with ci)']",['api'],"['artifact', 'development tool']","['provides api', 'can be ran in ci manager']","td type
td activity"
A103,source monitor,tool,https://www.derpaul.net/SourceMonitor/,['source code'],['source code'],['code'],['identification'],No,Yes,Examples,,Yes,['free'],['code violations'],"['csv', 'xml']","['java', 'python', 'c/c++', 'c#']",S40,['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A104,spotbugs,plugin,https://spotbugs.readthedocs.io/,['source code'],['source code'],['code'],['identification'],No,No,Examples,,No,['open source'],"['code violations', 'code metrics']",['xml'],['java'],S93,['nan'],Human Trigger,['executes the tool'],gui,"['gui (plugin for ide)', 'gui']",['-'],['-'],['-'],
A105,spotbugs,tool,https://spotbugs.readthedocs.io/,['source code'],['source code'],['code'],['identification'],No,Yes,Examples,,Yes,['open source'],"['code violations', 'code metrics']",['xml'],['java'],S93,['nan'],Both,['executes the tool'],multiple,"['cli (standard input)', 'gui']",['-'],['-'],['-'],
A106,sqale,plugin,https://www.sonarplugins.com/sqale,['source code'],['source code'],"['architectural', 'design', 'code', 'test', '']","['prioritization', 'measurement']",No,No,Industrial Applications,"S2,S6",No,['commercial'],['amount of technical debt'],"['csv', 'xml', 'html']","['java', 'python', 'c#']",S11,['sqale is a model to calculate technical debt'],Human Trigger,['executes the tool'],gui,['gui (plugin for another automation artifact)'],['gui (plugin for another automation artifact)'],['artifact'],['it is a plugin for sonarqube'],
A107,squore,tool,https://www.squoring.com/en/produits/squore-software-analytics/,['source code'],['source code'],"['requirements', 'design', 'code', 'test']","['monitoring', 'prioritization', 'measurement', 'identification']",No,Yes,Academic Studies,"S113,S150",Yes,['commercial'],"['code metrics', 'code violations', 'amount of technical debt']","['pdf', 'html']","['java', 'python', 'javascript', 'c/c++', 'c#', '+10']","S101,S105,S123,S146",['also understand as platform'],Automated Trigger,['executes the tool'],api,"['api (integrates with ci)', 'api']",['-'],['-'],['-'],
A108,stan,tool,https://stan4j.com/,['source code'],['source code'],"['architectural', 'design', 'code']",['identification'],No,No,Industrial Studies,S56,Yes,['free'],"['code smells', 'architectural smells']",['text'],['java'],"S3,S62",['nan'],Human Trigger,['executes the tool'],gui,['gui'],['-'],['-'],['-'],
A109,stan,plugin,https://stan4j.com/,['source code'],['source code'],"['architectural', 'design', 'code']",['identification'],No,No,Industrial Studies,S56,Yes,['free'],"['code smells', 'architectural smells']",['text'],['java'],"S3,S62",['plugin for eclipse'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A110,structure101,tool,https://structure101.com/,['source code'],['source code'],"['architectural', 'design', 'code']","['measurement', 'identification']",No,Yes,Industrial Studies,S56,Yes,['commercial'],"['code metrics', 'design smells', 'architectural smells']",['xml'],"['java', 'c/c++', 'c#']","S35,S39,S62,S126,S145,S7",['can be integrated with understand or other language parsers'],Both,['executes the tool'],multiple,"['cli (standard input)', 'gui']",['gui'],"['artifact', 'development tool']",['nan'],
A111,symfony insight,tool,https://insight.symfony.com/,['source code'],['source code'],['code'],"['measurement', 'identification']",No,Yes,Academic Studies,S150,Yes,['commercial'],['code violations'],['database(sql)'],['php'],S146,['integrated with github'],Both,['executes the tool'],multiple,"['api (integrates with ci)', 'gui']",['-'],['-'],['-'],
A112,td-classifier,script,https://gitlab.seis.iti.gr/root/td-classifier,['source code'],['source code'],"['design', 'code']",['identification'],Yes,Yes,Examples,,No,['open source'],['amount of technical debt'],['database(sql)'],['java'],S177,['nan'],Both,['exectues the tool'],cli,['cli (standard input)'],['cli (standard input)'],"['artifact', 'development tool']",['integrated with ck'],td activity
A113,teamscale,tool,https://www.cqse.eu/en/teamscale/,['source code'],['source code'],"['architectural', 'design', 'code', 'test']","['measurement', 'identification']",Yes,Yes,Industrial Studies,"S63,S119",Yes,['commercial'],"['code smells', 'design smells', 'code metrics', 'test coverage']","['json', 'text']","['java', 'python', 'javascript', 'c/c++', 'c#', '+10']","S70,S111,S126",['provides api'],Automated Trigger,['executes the tool'],api,['api'],['api'],"['artifact', 'development tool']",['aggregates the results of several tools'],"td type
td activity"
A114,teamscale,plugin,https://www.cqse.eu/en/teamscale/,['source code'],['source code'],"['architectural', 'design', 'code', 'test']","['measurement', 'identification']",No,No,Industrial Studies,"S63,S119",Yes,['commercial'],"['code smells', 'design smells', 'code metrics', 'test coverage']","['json', 'text']","['java', 'python', 'javascript', 'c/c++', 'c#', '+10']","S70,S111,S126",['plugins for several platforms'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['gui (plugin for ide)'],['development tool'],['plugins for IDE'],
A115,tkdsheep/TechnicalDebt,script,https://github.com/tkdsheep/TechnicalDebt,['code comments'],['source code'],['satd'],['identification'],No,Yes,Examples,,No,['open source'],['self-admitted td items'],['csv'],['not specified'],S57,['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A116,todo,bot,https://todo.jasonet.co/,['code comments'],['source code'],['satd'],"['representation/documentation', 'identification']",Yes,Yes,Examples,,No,['open source'],['self-admitted td items'],['github issues'],['not specified'],"S152,S173",['nan'],Automated Trigger,['it is executed after each commit'],api,['api (plugin for github)'],['api (plugin for github)'],['repository'],['runs as a github app'],
A117,together,plugin,https://www.microfocus.com/en-us/products/together/overview,['metamodel'],['uml'],['design'],['identification'],No,No,Examples,,Yes,['commercial'],['code smells'],['text'],['java'],"S160,S23,S17",['nan'],Human Trigger,['executes the tool'],gui,['gui'],['gui'],['artifact'],['integrated with another scripts'],
A118,understand,tool,www.scitools.com,['source code'],['source code'],"['architectural', 'design', 'code']","['measurement', 'identification']",No,Yes,Industrial Studies,S119,Yes,['commercial'],"['code smells', 'code metrics', 'architectural smells', 'design smells']",['text'],['java'],"S21,S41,S52,S61,S82,S86,S102,S108,S111,S149,S45,S17,S33",['nan'],Both,['executes the tool'],multiple,"['api', 'gui']",['gui'],['artifact'],['nan'],
A119,visminertd,tool,https://visminer.github.io,['source code'],['source code'],"['architectural', 'design', 'code']","['measurement', 'identification']",Yes,Yes,Examples,,Yes,['open source'],"['code smells', 'amount of technical debt']",['json'],['java'],"S84,S105","['provides api', 'also understand as platform']",Both,['executes the tool'],multiple,"['api', 'cli (standard input)']",['api'],"['artifact', 'repository']",['collect data from several artifacts'],"td type
td activity"
A120,vizzmaintainance,plugin,http://www.arisa.se/products.php?lang=en,['source code'],['source code'],['code'],['identification'],No,No,Examples,,No,['free'],"['code metrics', 'code violations']",['text'],['java'],S107,['plugin for eclipse'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['gui (plugin for ide)'],['development tool'],['integrated with eclipse'],
A121,weak-satd,tool,https://zenodo.org/record/5643739#.Y2z5BHbMJaQ,['source code'],['source code'],['satd'],['identification'],Yes,Yes,Examples,,Yes,['open source'],['self-admitted td items'],['json'],['java'],S178,['nan'],Automated Trigger,['executes the tool'],api,['api (plugin for github)'],['api (plugin for github)'],['repository'],['run github actions'],
